0.120975, 0.0634474, 0.0597062, 0.0406795, 0.0372639, 0.0312887, 0.0283754, 0.0274997, 0.0263903, 0.0237621, 0.0231107, 0.0211058, 0.0202924, 0.0200456, 0.0189519, 0.0181694, 0.0167757, 0.0148908, 0.0148351, 0.0138923, 0.0136908, 0.0135032, 0.0134087, 0.0133561, 0.0130027, 0.012986, 0.0128821, 0.0108338, 0.0104823, 0.0096998, 0.00932676, 0.00913578, 0.00912773, 0.00820439, 0.00802868, 0.0079074, 0.00764015, 0.00748529, 0.00745372, 0.00724887, 0.0071409, 0.00709688, 0.00677228, 0.00672696, 0.00656184, 0.00605526, 0.00603662, 0.00592894, 0.00591434, 0.00585868, 0.00584269, 0.00582418, 0.00577097, 0.00575398, 0.00574526, 0.00571117, 0.00570411, 0.00569182, 0.00568411, 0.00568398, 0.00564711, 0.00563639, 0.00562574, 0.0055713, 0.00556558, 0.0055618, 0.00554653, 0.00553212, 0.00552583, 0.00551075, 0.00548515, 0.00544527, 0.00541031, 0.00540819, 0.00534857, 0.00525177, 0.00516701, 0.00515141, 0.00513125, 0.00506652, 0.00503187, 0.00499517, 0.00497103, 0.00494884, 0.00492426, 0.00491563, 0.00491306, 0.00487181, 0.00486693, 0.00486345, 0.00485686, 0.00485574, 0.00480987, 0.00477939, 0.00477439, 0.0046896, 0.00466663, 0.00459346, 0.00452788, 0.00450476
0.0637975, 0.042062, 0.0419613, 0.0316829, 0.0297719, 0.0245126, 0.0240043, 0.0182719, 0.0182624, 0.0167776, 0.0159351, 0.015653, 0.0155632, 0.0155578, 0.0152434, 0.0150057, 0.0145945, 0.0142285, 0.0139797, 0.0130587, 0.0128798, 0.0128576, 0.0128222, 0.0126932, 0.0125632, 0.0110991, 0.0110585, 0.010758, 0.0106833, 0.0105256, 0.0104395, 0.00985992, 0.00941191, 0.00931523, 0.00920559, 0.00884344, 0.00880924, 0.00850089, 0.00815928, 0.00803169, 0.00788684, 0.00785847, 0.00779618, 0.00778901, 0.00775968, 0.00763768, 0.0075557, 0.00755521, 0.0072011, 0.00718449, 0.00712375, 0.00693255, 0.00688815, 0.00680379, 0.00677953, 0.00644773, 0.00634192, 0.00606177, 0.00602549, 0.00600491, 0.00597057, 0.00596976, 0.00588938, 0.00587835, 0.00585875, 0.00579162, 0.00575741, 0.00573815, 0.00573636, 0.00573394, 0.00572874, 0.00571631, 0.00570657, 0.00567105, 0.00563184, 0.00562933, 0.00561283, 0.00561155, 0.00558434, 0.00557271, 0.00556151, 0.00551615, 0.00547132, 0.00545506, 0.00542366, 0.00541848, 0.00540676, 0.00531582, 0.00531087, 0.00530698, 0.00528296, 0.00527213, 0.00526496, 0.00526317, 0.00524424, 0.00518768, 0.00511981, 0.00511871, 0.00511064, 0.00510447
0.0465806, 0.034614, 0.0312823, 0.0294902, 0.0293169, 0.0195184, 0.0183498, 0.0177651, 0.0176052, 0.0174973, 0.0172346, 0.0166795, 0.0151256, 0.0142247, 0.0142088, 0.0132208, 0.0130052, 0.0127287, 0.0126827, 0.0125247, 0.01242, 0.011778, 0.0115447, 0.0113705, 0.0110039, 0.0108211, 0.0104742, 0.0101148, 0.00990096, 0.00948644, 0.00916281, 0.00875488, 0.00873585, 0.00786213, 0.00785439, 0.0077046, 0.00766152, 0.00764508, 0.0075664, 0.00742645, 0.00737781, 0.00736288, 0.00734925, 0.00732424, 0.00725211, 0.00719382, 0.00718807, 0.00712074, 0.00694682, 0.00676543, 0.00650861, 0.00615569, 0.00612595, 0.00606022, 0.00598385, 0.00593598, 0.00592978, 0.00591792, 0.0059122, 0.00589153, 0.00589151, 0.00588672, 0.00587213, 0.0058245, 0.00581297, 0.00580423, 0.00573497, 0.00573016, 0.00571185, 0.00567788, 0.00565491, 0.00565406, 0.00563228, 0.00562657, 0.00561794, 0.00560957, 0.0055946, 0.00558316, 0.00555625, 0.00550136, 0.00549539, 0.00549403, 0.00547972, 0.00546472, 0.00544534, 0.00544384, 0.00543476, 0.00541912, 0.00541068, 0.005402, 0.00536286, 0.00535264, 0.00534564, 0.00532433, 0.00531501, 0.00530844, 0.005295, 0.00528316, 0.00527186, 0.00525961
0.0242668, 0.0222055, 0.0184375, 0.0180601, 0.0174111, 0.0151621, 0.0150304, 0.0149944, 0.0147573, 0.0145342, 0.0142993, 0.0137615, 0.0131632, 0.0131614, 0.012396, 0.0120651, 0.0112171, 0.0109311, 0.010928, 0.0108616, 0.0105931, 0.0102698, 0.0101245, 0.00996613, 0.00993118, 0.00950802, 0.00926185, 0.00877978, 0.00871622, 0.00845112, 0.00843665, 0.00813209, 0.00761409, 0.00744933, 0.00738166, 0.00734453, 0.00727655, 0.00724289, 0.00721492, 0.00710297, 0.00709618, 0.00709586, 0.00691883, 0.00691855, 0.00677327, 0.00674679, 0.00674679, 0.00673611, 0.00668526, 0.00640808, 0.00633515, 0.00613372, 0.00610871, 0.00598385, 0.00598385, 0.00592151, 0.00591911, 0.00590904, 0.00578545, 0.0057772, 0.0057594, 0.00573007, 0.00572025, 0.00570098, 0.00565978, 0.00563856, 0.00561556, 0.00558621, 0.00558369, 0.00557328, 0.00556387, 0.00555018, 0.00552539, 0.00550624, 0.00548001, 0.00547654, 0.00541563, 0.00540936, 0.00534021, 0.00533589, 0.00533132, 0.00531879, 0.00531466, 0.00530929, 0.0053022, 0.00530011, 0.00529062, 0.00528061, 0.00524305, 0.0051683, 0.0051568, 0.00515014, 0.00514908, 0.00513965, 0.00513424, 0.00513091, 0.00512631, 0.00507476, 0.00506813, 0.00500867
0.0221898, 0.0211163, 0.0207583, 0.018386, 0.0151123, 0.0149349, 0.0148449, 0.0148439, 0.012819, 0.0126296, 0.0125491, 0.0122307, 0.0118601, 0.0110912, 0.0108536, 0.010745, 0.0101877, 0.0101801, 0.0101473, 0.0100091, 0.00974748, 0.00957491, 0.00889768, 0.00880237, 0.00865439, 0.00837395, 0.0083442, 0.00833914, 0.00788816, 0.00759604, 0.00739204, 0.00737699, 0.00735305, 0.00733289, 0.00729531, 0.00724562, 0.00716632, 0.00713934, 0.00690738, 0.0067679, 0.00668855, 0.0066414, 0.00663462, 0.00662098, 0.00659983, 0.00650036, 0.00649609, 0.00643228, 0.00642063, 0.00634186, 0.00631657, 0.00625022, 0.00618326, 0.00597341, 0.00595629, 0.00595207, 0.0058737, 0.00586778, 0.00586678, 0.00584808, 0.00579798, 0.00579653, 0.00571849, 0.00569023, 0.00556472, 0.00551557, 0.00551553, 0.00551255, 0.00549819, 0.00548388, 0.00547957, 0.00547706, 0.00546785, 0.00546297, 0.00542768, 0.00542112, 0.00539747, 0.0053702, 0.00532856, 0.0052864, 0.00526515, 0.00524804, 0.00520778, 0.00520483, 0.00518134, 0.00517744, 0.00517068, 0.00512995, 0.00512198, 0.00511586, 0.00507605, 0.00507387, 0.00505318, 0.00504895, 0.00503509, 0.005008, 0.00497804, 0.00488255, 0.00488233, 0.00485087
0.0216918, 0.0197354, 0.0156284, 0.0148418, 0.0147476, 0.0136249, 0.0135714, 0.0121944, 0.0118265, 0.0115387, 0.011402, 0.0112455, 0.0101609, 0.00998808, 0.00930949, 0.00924246, 0.00923206, 0.00921653, 0.00881586, 0.00859474, 0.00836814, 0.00801133, 0.00799245, 0.00779347, 0.00776944, 0.00764473, 0.00755044, 0.00748085, 0.00745903, 0.00741601, 0.00738402, 0.00734427, 0.00732908, 0.00726603, 0.00722232, 0.00717825, 0.00706834, 0.00686994, 0.00675703, 0.00665858, 0.00657144, 0.0064887, 0.00638296, 0.00637597, 0.00618142, 0.00611381, 0.00606948, 0.00593817, 0.00589856, 0.00584835, 0.00583929, 0.00580346, 0.00578843, 0.00577403, 0.00575946, 0.00575803, 0.0057423, 0.00570322, 0.00570209, 0.00567932, 0.00566663, 0.00564895, 0.00563484, 0.00562916, 0.00557891, 0.00555164, 0.00553725, 0.00553263, 0.00552742, 0.00546054, 0.00544564, 0.00543795, 0.00542043, 0.00541901, 0.00539013, 0.00532101, 0.00530995, 0.00529723, 0.0052887, 0.00527959, 0.00527599, 0.00527399, 0.00526102, 0.00522094, 0.00518936, 0.00517587, 0.00516157, 0.00515931, 0.00513462, 0.00511689, 0.00504848, 0.00502724, 0.00499795, 0.0048891, 0.0048735, 0.00486582, 0.0048058, 0.00480286, 0.00480171, 0.00479351
0.0130948, 0.0126919, 0.0117198, 0.00924294, 0.0092053, 0.00911771, 0.00842978, 0.00839986, 0.00799076, 0.00778978, 0.0077159, 0.00766981, 0.00760951, 0.00757737, 0.00736078, 0.00733396, 0.00733044, 0.00727382, 0.00725902, 0.00717675, 0.0070836, 0.00689082, 0.00673143, 0.00667656, 0.00661018, 0.00659563, 0.00638667, 0.00634522, 0.00628831, 0.00618262, 0.00616561, 0.00615703, 0.00614276, 0.00613413, 0.00597696, 0.00593608, 0.00586355, 0.0058622, 0.00580797, 0.0058027, 0.0057901, 0.0057747, 0.00570705, 0.00570116, 0.00565059, 0.00564838, 0.00564045, 0.00560688, 0.00559881, 0.00557271, 0.00554862, 0.00554428, 0.00553651, 0.0055317, 0.00552416, 0.00550805, 0.00549264, 0.00544274, 0.00540437, 0.00539655, 0.00539193, 0.00535424, 0.00534828, 0.00534511, 0.00534087, 0.00532515, 0.00532447, 0.00529815, 0.00528457, 0.00524252, 0.00519925, 0.00518201, 0.005181, 0.00517155, 0.00512738, 0.00510139, 0.00509427, 0.00503299, 0.00503227, 0.00495772, 0.0049005, 0.00486966, 0.00482562, 0.00479269, 0.00476176, 0.00462827, 0.00459187, 0.00454776, 0.00448888, 0.00439891, 0.00438913, 0.00436542, 0.00434234, 0.00433874, 0.00433511, 0.0043223, 0.00427374, 0.00423982, 0.00420679, 0.00420333
0.0117819, 0.0115898, 0.0109783, 0.010686, 0.0105163, 0.0104319, 0.0102741, 0.00976715, 0.00927993, 0.00919422, 0.00886715, 0.00856736, 0.00844719, 0.00829449, 0.00828847, 0.00812415, 0.00812375, 0.00806713, 0.00786488, 0.00777615, 0.00773944, 0.00738581, 0.00731142, 0.007278, 0.00723131, 0.0072115, 0.00712987, 0.00708565, 0.00700261, 0.00690662, 0.00685931, 0.00666073, 0.00658733, 0.00654747, 0.00653704, 0.00652863, 0.00647579, 0.00634393, 0.00632746, 0.00612818, 0.00602045, 0.00596548, 0.00588527, 0.00587366, 0.00585034, 0.00576638, 0.00575467, 0.00570525, 0.0056951, 0.00567366, 0.00566971, 0.00566055, 0.00564296, 0.00563469, 0.00561717, 0.00560772, 0.00560644, 0.00560502, 0.0055943, 0.0055738, 0.00556794, 0.00556738, 0.00556189, 0.00555036, 0.00553734, 0.00553413, 0.00552634, 0.00551682, 0.00551079, 0.00549954, 0.00549475, 0.00546988, 0.0054614, 0.00544427, 0.00544213, 0.00544118, 0.00538489, 0.00537283, 0.00535716, 0.00532505, 0.00532182, 0.00526242, 0.00525711, 0.00523834, 0.00522504, 0.0051881, 0.00518024, 0.00514756, 0.00508489, 0.00507821, 0.00505927, 0.00504552, 0.00503717, 0.00500777, 0.00500768, 0.0050071, 0.00500418, 0.00498823, 0.0049724, 0.00494066
0.0121134, 0.0112277, 0.010231, 0.00972298, 0.00956056, 0.00898305, 0.00850366, 0.00829804, 0.00824555, 0.0079217, 0.00767855, 0.00760635, 0.00760276, 0.00755777, 0.00751656, 0.00750476, 0.00746974, 0.00740889, 0.00704605, 0.00700494, 0.00692733, 0.0068019, 0.00679269, 0.00674576, 0.00671313, 0.00670976, 0.00667492, 0.00666217, 0.00660977, 0.00656532, 0.0063838, 0.00629948, 0.00629515, 0.00625982, 0.00623807, 0.0061944, 0.0059236, 0.00590024, 0.00585006, 0.00580217, 0.0057895, 0.00576756, 0.00572857, 0.00572857, 0.0056951, 0.00567804, 0.00563575, 0.00562784, 0.0055879, 0.00554254, 0.0055105, 0.00550148, 0.00548567, 0.00547041, 0.00541958, 0.00537178, 0.00536987, 0.00536641, 0.00535355, 0.00535279, 0.00534997, 0.00529375, 0.00529234, 0.00529074, 0.00527506, 0.00525818, 0.00523422, 0.00522468, 0.00521931, 0.00521492, 0.00518361, 0.00517039, 0.00516502, 0.00514391, 0.00513107, 0.00512064, 0.00510156, 0.0050898, 0.00505993, 0.00500447, 0.00499662, 0.00499479, 0.00493363, 0.00489888, 0.0048968, 0.00486842, 0.00485536, 0.00484839, 0.00483747, 0.00483244, 0.00480444, 0.00480117, 0.0047838, 0.00477411, 0.0047572, 0.00475594, 0.00472821, 0.00469516, 0.00466803, 0.00464542
0.0108498, 0.0102864, 0.00986952, 0.00858985, 0.00852395, 0.0081674, 0.0074471, 0.0072829, 0.00722054, 0.00718472, 0.00710011, 0.0069873, 0.00679403, 0.0067926, 0.00677722, 0.0067494, 0.00663815, 0.0065814, 0.00655952, 0.00652889, 0.00651352, 0.00647006, 0.00639115, 0.0063022, 0.00626363, 0.00614413, 0.00613146, 0.00602409, 0.00601601, 0.00596633, 0.00584322, 0.00583776, 0.00582787, 0.005803, 0.00578689, 0.00578062, 0.00569684, 0.00564171, 0.00563317, 0.00559818, 0.00559176, 0.00559152, 0.00556483, 0.00555479, 0.00555289, 0.00554827, 0.00553361, 0.00550206, 0.00545872, 0.00545702, 0.00543142, 0.00539951, 0.00538922, 0.00538458, 0.00538053, 0.00536589, 0.00535345, 0.00532716, 0.00532566, 0.00531063, 0.0052948, 0.00528991, 0.00527597, 0.00527486, 0.00524454, 0.00520491, 0.00517937, 0.00516812, 0.00516622, 0.00514318, 0.00511681, 0.00511032, 0.00510224, 0.00509655, 0.00507387, 0.00506823, 0.0050385, 0.0050316, 0.00498842, 0.00498681, 0.00498003, 0.00497945, 0.00495499, 0.00492721, 0.00491114, 0.00489023, 0.00485736, 0.00485611, 0.00484989, 0.00483902, 0.00482823, 0.00479597, 0.00479318, 0.0047846, 0.00471099, 0.00468526, 0.0046777, 0.00464926, 0.00464565, 0.00463528
